"DateTime","Average","MNUMS 168 A"
"2024-06-03 14:00:00",3,3.1
"2024-06-04 13:00:00",,1.485
"2024-06-04 14:00:00",,1.663
"2024-06-04 15:00:00",,1.306
"2024-06-04 16:00:00",,0.982
"2024-06-04 17:00:00",,0.71
"2024-06-04 18:00:00",,0.525
"2024-06-04 19:00:00",,1.194
"2024-06-04 20:00:00",,1.615
"2024-06-04 21:00:00",,1.327
"2024-06-04 22:00:00",,1.469
"2024-06-04 23:00:00",,1.888
"2024-06-05 00:00:00",,2.388
"2024-06-05 01:00:00",,2.586
"2024-06-05 02:00:00",,2.271
"2024-06-05 03:00:00",,2.551
"2024-06-05 04:00:00",,2.775
"2024-06-05 05:00:00",,2.467
"2024-06-05 06:00:00",,2.608
"2024-06-05 07:00:00",,2.692
"2024-06-05 08:00:00",,3.715
"2024-06-05 09:00:00",,3.088
"2024-06-05 10:00:00",,3.471
"2024-06-05 11:00:00",,4.31
"2024-06-05 12:00:00",,4.601
"2024-06-05 13:00:00",,3.631
"2024-06-05 14:00:00",,1.784
"2024-06-05 15:00:00",,1.905
"2024-06-05 16:00:00",,0.774
"2024-06-05 17:00:00",,1.696
"2024-06-05 18:00:00",,2.564
"2024-06-05 19:00:00",,2.673
"2024-06-05 20:00:00",,2.173
"2024-06-05 21:00:00",,2.583
"2024-06-05 22:00:00",,3.16
"2024-06-05 23:00:00",,2.844
"2024-06-06 00:00:00",,3.664
"2024-06-06 01:00:00",,4.186
"2024-06-06 02:00:00",,4.809
"2024-06-06 03:00:00",,4.808
"2024-06-06 04:00:00",,5.068
"2024-06-06 05:00:00",,6.903
"2024-06-06 06:00:00",,6.756
"2024-06-06 07:00:00",,7.162
"2024-06-06 08:00:00",3,7.896