"DateTime","Average","MNUMS 165 A"
"2024-06-03 15:00:00",4.7,60.25
"2024-06-04 14:00:00",,1.885
"2024-06-04 15:00:00",,1.566
"2024-06-04 16:00:00",,1.28
"2024-06-04 17:00:00",,0.919
"2024-06-04 18:00:00",,0.888
"2024-06-04 19:00:00",,1.255
"2024-06-04 20:00:00",,1.869
"2024-06-04 21:00:00",,1.752
"2024-06-04 22:00:00",,2.069
"2024-06-04 23:00:00",,2.345
"2024-06-05 00:00:00",,3.335
"2024-06-05 01:00:00",,3.232
"2024-06-05 02:00:00",,2.959
"2024-06-05 03:00:00",,3.073
"2024-06-05 04:00:00",,3.503
"2024-06-05 05:00:00",,2.948
"2024-06-05 06:00:00",,3.293
"2024-06-05 07:00:00",,3.324
"2024-06-05 08:00:00",,3.895
"2024-06-05 09:00:00",,3.316
"2024-06-05 10:00:00",,3.921
"2024-06-05 11:00:00",,4.837
"2024-06-05 12:00:00",,5.301
"2024-06-05 13:00:00",,4.296
"2024-06-05 14:00:00",,2.175
"2024-06-05 15:00:00",,2.063
"2024-06-05 16:00:00",,0.947
"2024-06-05 17:00:00",,1.993
"2024-06-05 18:00:00",,2.683
"2024-06-05 19:00:00",,3.025
"2024-06-05 20:00:00",,2.495
"2024-06-05 21:00:00",,2.958
"2024-06-05 22:00:00",,3.542
"2024-06-05 23:00:00",,3.236
"2024-06-06 00:00:00",,4.146
"2024-06-06 01:00:00",,4.665
"2024-06-06 02:00:00",,5.146
"2024-06-06 03:00:00",,5.338
"2024-06-06 04:00:00",,5.347
"2024-06-06 05:00:00",,7.6
"2024-06-06 06:00:00",,7.408
"2024-06-06 07:00:00",,7.694
"2024-06-06 08:00:00",4.7,8.308